street,coordinates
,"[(56.0033533, 54.7413957), (56.0036698, 54.7418184), (56.003769, 54.7419609), (56.0039414, 54.7421952)]"
Мурманский переулок,"[(56.0052237, 54.7387218), (56.0042179, 54.739057)]"
Красноуфимская улица,"[(56.006142, 54.7392138), (56.0061447, 54.7392618), (56.0061125, 54.7392989), (56.006075, 54.7394754), (56.0061393, 54.7395467), (56.0061742, 54.7396643), (56.0061621, 54.7397544), (56.006075, 54.7400962), (56.0063189, 54.7402974), (56.0061192, 54.7404684)]"
,"[(56.0046942, 54.7361), (56.0044939, 54.735979), (56.0038397, 54.735744)]"
Оборонная улица,"[(56.0038397, 54.735744), (56.0037243, 54.7358752), (56.003336, 54.7363116), (56.002938, 54.7367915), (56.0028178, 54.7369906), (56.0027488, 54.7371275), (56.0027357, 54.737239), (56.0028576, 54.7378021), (56.0028496, 54.7384142)]"
"['Оборонная улица', 'Северная улица']","[(56.0038397, 54.735744), (56.0040691, 54.7354833), (56.0040801, 54.7354109), (56.0039723, 54.7352518), (56.0038144, 54.7351341), (56.003756, 54.7351219), (56.0036561, 54.7351623), (56.0035888, 54.7352089), (56.0034262, 54.7354462), (56.0032964, 54.7356244), (56.0031448, 54.7357745), (56.0026453, 54.7362248), (56.0024326, 54.7364976), (56.0023314, 54.736711), (56.0021513, 54.736998), (56.0020477, 54.7372792), (56.0016779, 54.7378307), (56.0014595, 54.7381038), (56.0013105, 54.7382334), (56.0009523, 54.7384917), (56.0007611, 54.7385977), (56.000392, 54.7387404), (56.0001649, 54.7388282), (55.9997386, 54.7388604), (55.9996028, 54.7388493)]"
,"[(56.0038397, 54.735744), (56.0044939, 54.735979), (56.0046942, 54.7361)]"
,"[(55.990292, 54.7427867), (55.9901508, 54.7428571), (55.9901539, 54.7428926), (55.9901475, 54.742995), (55.9905108, 54.7432615), (55.9907969, 54.743467), (55.9909156, 54.7434916), (55.9915216, 54.7439468)]"
,"[(55.990292, 54.7427867), (55.9900613, 54.7425854), (55.9900962, 54.742556), (55.9905414, 54.7423872), (55.9905978, 54.7423903), (55.9906916, 54.742446)]"
улица Электрификации,"[(55.990292, 54.7427867), (55.9903859, 54.742751), (55.9904563, 54.7427677), (55.9907265, 54.7429647), (55.9915499, 54.7426287), (55.9916658, 54.7427401), (55.9919296, 54.7429519), (55.9926493, 54.7434708), (55.9931032, 54.74379), (55.9936285, 54.7443178)]"
,"[(55.9906916, 54.742446), (55.9905978, 54.7423903), (55.9905414, 54.7423872), (55.9900962, 54.742556), (55.9900613, 54.7425854), (55.990292, 54.7427867)]"
4-я Районная улица,"[(56.0009472, 54.7330729), (56.0009036, 54.7331344), (56.0007567, 54.7333349), (56.0002239, 54.7340621)]"
Солнечногорская улица,"[(55.9681889, 54.6950484), (55.968341, 54.6950283), (55.968374, 54.695024), (55.9693526, 54.6949445), (55.9700147, 54.6948907), (55.971296, 54.6947866), (55.9719784, 54.6947311), (55.9729072, 54.6946556), (55.9736963, 54.6945914), (55.97374, 54.6945879), (55.9739754, 54.6945687)]"
бульвар Назара Наджми,"[(55.9681889, 54.6950484), (55.9680781, 54.6948644), (55.9680214, 54.694722), (55.9679785, 54.6945745), (55.9679475, 54.6943961), (55.9677804, 54.6937526)]"
Бельская улица,"[(55.9681889, 54.6950484), (55.9684916, 54.6954358), (55.9692712, 54.6964373), (55.9699818, 54.6974076), (55.9700835, 54.6975433), (55.970714, 54.6984393)]"
Камчатский переулок,"[(55.9835885, 54.7249571), (55.9832719, 54.7250122), (55.9825013, 54.7251456), (55.9819096, 54.725248), (55.9816971, 54.7252848)]"
,"[(56.1356801, 54.8420237), (56.136706, 54.8421416)]"
,"[(56.1356801, 54.8420237), (56.1338358, 54.8417509)]"
,"[(56.1356801, 54.8420237), (56.1358945, 54.8415377)]"
,"[(56.1356801, 54.8420237), (56.1354608, 54.8425329)]"
,"[(56.1338966, 54.779383), (56.1337346, 54.7793835), (56.132428, 54.7793863), (56.1323233, 54.7793867), (56.132235, 54.7793838), (56.1321498, 54.7793779), (56.1318845, 54.7793648), (56.1317841, 54.7793607), (56.1317106, 54.7793586), (56.1316341, 54.7793574), (56.1314665, 54.7793578), (56.1312917, 54.7793567)]"
улица Ферина,"[(56.1312917, 54.7793567), (56.1312905, 54.779508)]"
улица Ферина,"[(56.1312917, 54.7793567), (56.1312798, 54.7785888), (56.1312759, 54.7784806), (56.1312765, 54.7780147), (56.1312767, 54.7779186), (56.1312767, 54.7778989), (56.1312783, 54.7767106), (56.1312784, 54.7766359), (56.1312773, 54.7765914), (56.1312731, 54.7764945), (56.1312444, 54.7764231), (56.1311994, 54.7763729), (56.1311374, 54.7763452), (56.1310244, 54.7763267), (56.1308943, 54.7763216), (56.1302319, 54.7763241), (56.1285115, 54.7763306), (56.1268761, 54.7763368), (56.1252547, 54.776343), (56.1247898, 54.7763448), (56.1244116, 54.7763462)]"
,"[(56.1312917, 54.7793567), (56.1314665, 54.7793578), (56.1316341, 54.7793574), (56.1317106, 54.7793586), (56.1317841, 54.7793607), (56.1318845, 54.7793648), (56.1321498, 54.7793779), (56.132235, 54.7793838), (56.1323233, 54.7793867), (56.132428, 54.7793863), (56.1337346, 54.7793835), (56.1338966, 54.779383)]"
,"[(55.8876108, 54.685857), (55.8884766, 54.6862008)]"
,"[(55.8876108, 54.685857), (55.8879003, 54.6857192)]"
,"[(55.8876108, 54.685857), (55.8875672, 54.6858373), (55.8869599, 54.6856086)]"
Вокзальная улица,"[(55.9521776, 54.7482427), (55.9527884, 54.7482191)]"
Вокзальная улица,"[(55.9521776, 54.7482427), (55.9518805, 54.7482383)]"
,"[(55.9530063, 54.7485569), (55.9530438, 54.748446)]"
,"[(55.9530063, 54.7485569), (55.9521776, 54.7482427)]"
Вокзальная улица,"[(55.9530063, 54.7485569), (55.9528098, 54.748421), (55.9527448, 54.7483627), (55.9527275, 54.748326), (55.952729, 54.7482894), (55.9527884, 54.7482191)]"
Вокзальная улица,"[(55.9530063, 54.7485569), (55.9531005, 54.7485907), (55.9541109, 54.7489532), (55.9547348, 54.7491469), (55.9556696, 54.7493092), (55.9576346, 54.7496914), (55.9580088, 54.7497695), (55.9581817, 54.7498156), (55.9584584, 54.7499386), (55.9592238, 54.75046), (55.9597776, 54.7507515), (55.9605923, 54.7511613), (55.9619673, 54.7515865), (55.9624006, 54.7518685), (55.9628706, 54.7521842)]"
улица Шмидта,"[(55.8871405, 54.7876784), (55.8871595, 54.7876513)]"
улица Шмидта,"[(55.8871405, 54.7876784), (55.8871258, 54.7876983), (55.8865239, 54.788509)]"
,"[(55.8871405, 54.7876784), (55.8866286, 54.7875795), (55.8865573, 54.7876611), (55.8862762, 54.7880415), (55.8859954, 54.7879824), (55.8859378, 54.7878874), (55.885642, 54.787817)]"
Уральская улица,"[(56.2311709, 54.7883267), (56.2326754, 54.7896401)]"
Дизельная улица,"[(56.1270113, 54.8185776), (56.1270368, 54.8186147), (56.1270891, 54.8186418), (56.1277128, 54.8187731)]"
Дизельная улица,"[(56.1270113, 54.8185776), (56.1270194, 54.8184818), (56.1270207, 54.8183984), (56.1272461, 54.8181086), (56.1273533, 54.818036), (56.1274548, 54.8179421), (56.1276427, 54.8176601)]"
Дизельная улица,"[(56.1270113, 54.8185776), (56.1267326, 54.8187336), (56.1264366, 54.818866), (56.1263499, 54.8189659), (56.1263703, 54.8191482), (56.1263396, 54.819325), (56.1262336, 54.819486), (56.1259671, 54.8195864), (56.1255588, 54.8196981), (56.1253037, 54.8197892), (56.1250044, 54.8199716), (56.1248801, 54.8201186), (56.1247047, 54.8204041), (56.1246545, 54.8204492), (56.1244885, 54.8204763), (56.124225, 54.8204347), (56.1241528, 54.8205262), (56.1240987, 54.8205678), (56.1238475, 54.8207123)]"
,"[(55.8888691, 54.6865675), (55.8891773, 54.6869129)]"
,"[(55.8888691, 54.6865675), (55.88886, 54.6865573), (55.888764, 54.6864747), (55.8884766, 54.6862008)]"
,"[(55.8888691, 54.6865675), (55.8893618, 54.6865175), (55.8894253, 54.6865118), (55.8921757, 54.6864262)]"
Уфимское шоссе,"[(56.081494, 54.8037413), (56.081447, 54.803685), (56.0781567, 54.7998794), (56.077548, 54.7991565), (56.077023, 54.798533)]"
,"[(56.081494, 54.8037413), (56.0813122, 54.8037788), (56.0803288, 54.8039814), (56.0802054, 54.8039906)]"
,"[(56.0802054, 54.8039906), (56.0803288, 54.8039814), (56.0813122, 54.8037788), (56.081494, 54.8037413)]"
,"[(56.0833632, 54.8237879), (56.0828901, 54.8236524), (56.0810725, 54.8242186)]"
,"[(56.0834609, 54.665855), (56.0825429, 54.6656178)]"
,"[(56.0834609, 54.665855), (56.0845417, 54.6661184), (56.0846422, 54.6661966)]"
,"[(56.0834609, 54.665855), (56.0834775, 54.6659683), (56.0833964, 54.6660487), (56.0810285, 54.6665713)]"
,"[(56.0846422, 54.6661966), (56.0845417, 54.6661184), (56.0834609, 54.665855)]"
,"[(56.0846422, 54.6661966), (56.085252, 54.6661264), (56.0862537, 54.666156), (56.0867717, 54.6661048), (56.0871237, 54.6660039)]"
,"[(56.0846422, 54.6661966), (56.0845507, 54.6662548), (56.0839123, 54.6664532)]"
,"[(56.0884988, 54.6654323), (56.0878953, 54.6657031)]"
,"[(56.0878953, 54.6657031), (56.0884988, 54.6654323)]"
,"[(56.0878953, 54.6657031), (56.0872898, 54.6659563), (56.0871237, 54.6660039)]"
,"[(56.0878953, 54.6657031), (56.0868276, 54.6648343), (56.0863555, 54.6644278)]"
,"[(56.0863555, 54.6644278), (56.0868276, 54.6648343), (56.0878953, 54.6657031)]"
,"[(56.0810285, 54.6665713), (56.0833964, 54.6660487), (56.0834775, 54.6659683), (56.0834609, 54.665855)]"
,"[(56.080918, 54.6671085), (56.0839123, 54.6664532)]"
,"[(56.0839123, 54.6664532), (56.080918, 54.6671085)]"
,"[(56.0839123, 54.6664532), (56.0843807, 54.6668974)]"
,"[(56.0839123, 54.6664532), (56.0845507, 54.6662548), (56.0846422, 54.6661966)]"
Ландшафтная улица,"[(56.0792737, 54.6681144), (56.0787744, 54.6676602)]"
Ландшафтная улица,"[(56.0792737, 54.6681144), (56.0798312, 54.6686095)]"
,"[(56.0792737, 54.6681144), (56.0799315, 54.6678809), (56.0843807, 54.6668974)]"
,"[(56.0849282, 54.6673629), (56.0846553, 54.6671246)]"
,"[(56.0849282, 54.6673629), (56.0838896, 54.6676178), (56.0836877, 54.6676832), (56.0837402, 54.667793), (56.0835661, 54.6680844), (56.0828851, 54.6682905), (56.0822239, 54.6682393), (56.0803406, 54.6687332), (56.0802038, 54.6689405)]"
,"[(56.0849282, 54.6673629), (56.0851306, 54.6675399), (56.0857004, 54.6681887)]"
,"[(56.0843807, 54.6668974), (56.0839123, 54.6664532)]"
,"[(56.0843807, 54.6668974), (56.0846553, 54.6671246)]"
,"[(56.0843807, 54.6668974), (56.0799315, 54.6678809), (56.0792737, 54.6681144)]"
,"[(56.0846553, 54.6671246), (56.0843807, 54.6668974)]"
,"[(56.0846553, 54.6671246), (56.0849282, 54.6673629)]"
,"[(56.0846553, 54.6671246), (56.0834231, 54.6674204), (56.081883, 54.6677278)]"
,"[(56.081883, 54.6677278), (56.0834231, 54.6674204), (56.0846553, 54.6671246)]"
,"[(56.0816143, 54.6680439), (56.079961, 54.6684352), (56.0798312, 54.6686095)]"
Ландшафтная улица,"[(56.0798312, 54.6686095), (56.0792737, 54.6681144)]"
Ландшафтная улица,"[(56.0798312, 54.6686095), (56.0802038, 54.6689405)]"
,"[(56.0798312, 54.6686095), (56.079961, 54.6684352), (56.0816143, 54.6680439)]"
Ландшафтная улица,"[(56.0802038, 54.6689405), (56.0798312, 54.6686095)]"
Ландшафтная улица,"[(56.0802038, 54.6689405), (56.0807426, 54.6694189)]"
,"[(56.0802038, 54.6689405), (56.0803406, 54.6687332), (56.0822239, 54.6682393), (56.0828851, 54.6682905), (56.0835661, 54.6680844), (56.0837402, 54.667793), (56.0836877, 54.6676832), (56.0838896, 54.6676178), (56.0849282, 54.6673629)]"
,"[(56.0857004, 54.6681887), (56.0837154, 54.6686459)]"
,"[(56.0857004, 54.6681887), (56.0851306, 54.6675399), (56.0849282, 54.6673629)]"
,"[(56.0857004, 54.6681887), (56.085978, 54.6683931), (56.0865171, 54.6687692)]"
,"[(56.0837154, 54.6686459), (56.0857004, 54.6681887)]"
,"[(56.0865171, 54.6687692), (56.0816408, 54.6699095), (56.0813398, 54.6699707)]"
,"[(56.0865171, 54.6687692), (56.085978, 54.6683931), (56.0857004, 54.6681887)]"
,"[(56.0865171, 54.6687692), (56.0868917, 54.6691927), (56.0817982, 54.6703587)]"
Ландшафтная улица,"[(56.0813398, 54.6699707), (56.0807426, 54.6694189)]"
Ландшафтная улица,"[(56.0813398, 54.6699707), (56.0817982, 54.6703587)]"
,"[(56.0813398, 54.6699707), (56.0816408, 54.6699095), (56.0865171, 54.6687692)]"
Ландшафтная улица,"[(56.0807426, 54.6694189), (56.0802038, 54.6689405)]"
Ландшафтная улица,"[(56.0807426, 54.6694189), (56.0813398, 54.6699707)]"
,"[(56.0807426, 54.6694189), (56.0814471, 54.6692146), (56.0825985, 54.6689667)]"
,"[(56.0825985, 54.6689667), (56.0814471, 54.6692146), (56.0807426, 54.6694189)]"
Ландшафтная улица,"[(56.0817982, 54.6703587), (56.0813398, 54.6699707)]"
,"[(56.0817982, 54.6703587), (56.0868917, 54.6691927), (56.0865171, 54.6687692)]"
,"[(56.079229, 54.6662869), (56.0792599, 54.6662606), (56.0806319, 54.6651241)]"
,"[(56.079229, 54.6662869), (56.0786142, 54.6668085), (56.0781724, 54.6671364)]"
,"[(56.079229, 54.6662869), (56.0795322, 54.6663591), (56.0824228, 54.6657172), (56.0825429, 54.6656178)]"
Ландшафтная улица,"[(56.0787744, 54.6676602), (56.0792737, 54.6681144)]"
,"[(56.0787744, 54.6676602), (56.0789741, 54.6675567)]"
Ландшафтная улица,"[(56.0787744, 54.6676602), (56.078753, 54.6676408), (56.0781724, 54.6671364)]"
,"[(56.080077, 54.6673104), (56.0789741, 54.6675567)]"
,"[(56.0789741, 54.6675567), (56.080077, 54.6673104)]"
,"[(56.0789741, 54.6675567), (56.0787744, 54.6676602)]"
,"[(56.0789741, 54.6675567), (56.0785346, 54.6671029), (56.0795884, 54.666876)]"
,"[(56.0795884, 54.666876), (56.0785346, 54.6671029), (56.0789741, 54.6675567)]"
,"[(55.8129367, 54.7114422), (55.813162, 54.7110889), (55.8138058, 54.7111199), (55.8143181, 54.7111525)]"
,"[(55.8139828, 54.7113523), (55.8143181, 54.7111525)]"
,"[(55.8143181, 54.7111525), (55.8139828, 54.7113523)]"
,"[(55.8143181, 54.7111525), (55.8138058, 54.7111199), (55.813162, 54.7110889), (55.8129367, 54.7114422)]"
Дюртюлинская улица,"[(55.8143181, 54.7111525), (55.8154066, 54.7112219), (55.8157035, 54.7112539), (55.8180733, 54.7115895)]"
,"[(55.9567106, 54.7891653), (55.955922, 54.7892246), (55.9552458, 54.7891712), (55.9547919, 54.7891178), (55.955017, 54.7888811), (55.9557923, 54.7880657), (55.9561999, 54.7871897), (55.9559977, 54.7870415)]"
,"[(55.9064144, 54.678654), (55.9071815, 54.6784649), (55.9082061, 54.6779903), (55.908528, 54.6776491), (55.9088118, 54.6770752)]"
улица Цветы Башкирии,"[(55.9088118, 54.6770752), (55.9090425, 54.6773205), (55.9092664, 54.6774622), (55.9095439, 54.67753), (55.9104506, 54.677675), (55.9123973, 54.6779802), (55.9137146, 54.6781838)]"
улица Цветы Башкирии,"[(55.9088118, 54.6770752), (55.9087756, 54.6770367), (55.9086848, 54.6767868), (55.9086663, 54.6764142), (55.9086213, 54.6755083), (55.9085281, 54.6748009), (55.9085265, 54.6747504)]"
,"[(55.9088118, 54.6770752), (55.908528, 54.6776491), (55.9082061, 54.6779903), (55.9071815, 54.6784649), (55.9064144, 54.678654)]"
,"[(56.0197563, 54.7225154), (56.0197205, 54.7225511), (56.0197025, 54.722566), (56.0196861, 54.7225779), (56.0196654, 54.722591), (56.0196417, 54.7226039), (56.0194763, 54.7226854), (56.0193967, 54.7227247), (56.0192943, 54.7227668), (56.0192225, 54.722792), (56.0191094, 54.7228252), (56.0185703, 54.7229763), (56.0184156, 54.7230196), (56.0172724, 54.7233399), (56.0166726, 54.7235101), (56.0159605, 54.7237121), (56.0157642, 54.7237678)]"
,"[(56.1465165, 54.8026187), (56.146395, 54.8025124), (56.1461553, 54.8023845)]"
улица Елизаветы Глинки,"[(56.149375, 54.6705089), (56.1467996, 54.6719807)]"
улица Елизаветы Глинки,"[(56.149375, 54.6705089), (56.1497553, 54.6703045), (56.1519686, 54.6690898)]"
Аслыкульская улица,"[(56.149375, 54.6705089), (56.1491156, 54.6704069), (56.1488853, 54.6700613), (56.1486284, 54.6699019), (56.1473591, 54.6694438), (56.1472753, 54.6694163)]"
,"[(56.149375, 54.6705089), (56.1488414, 54.6705199), (56.1483053, 54.6707694), (56.1474858, 54.6712647), (56.146697, 54.6717849), (56.1463716, 54.6719157)]"
Аслыкульская улица,"[(56.1430611, 54.6679102), (56.1453648, 54.6687371)]"
,"[(56.1430611, 54.6679102), (56.14113, 54.6694213)]"
,"[(56.1430611, 54.6679102), (56.1395922, 54.6667846), (56.1389209, 54.6675611), (56.1399208, 54.66852)]"
"['Бирюзовая улица', 'Самоцветная улица']","[(55.9474354, 54.7723501), (55.9473493, 54.7722966), (55.9479098, 54.7718088)]"
Бирюзовая улица,"[(55.9474354, 54.7723501), (55.9474874, 54.7723825), (55.9510278, 54.7737627), (55.9514912, 54.7739416), (55.9517154, 54.773994), (55.9518382, 54.7739895), (55.9519358, 54.7739549), (55.9520207, 54.7738919), (55.952333, 54.7735413)]"
Бирюзовая улица,"[(55.9474354, 54.7723501), (55.9471357, 54.7725666), (55.9469233, 54.772585)]"
Бирюзовая улица,"[(55.9438795, 54.7714681), (55.944288, 54.7716215)]"
,"[(55.9239601, 54.5629216), (55.9246967, 54.5620721), (55.925653, 54.561035)]"
,"[(55.925653, 54.561035), (55.926993, 54.5614218)]"
,"[(55.925653, 54.561035), (55.9241183, 54.560549)]"
,"[(55.925653, 54.561035), (55.9246967, 54.5620721), (55.9239601, 54.5629216)]"
,"[(55.9241183, 54.560549), (55.9245365, 54.5601084)]"
,"[(55.9241183, 54.560549), (55.925653, 54.561035)]"
,"[(55.9241183, 54.560549), (55.9225717, 54.5623322), (55.9225492, 54.5624012)]"
,"[(55.9225492, 54.5624012), (55.9225717, 54.5623322), (55.9241183, 54.560549)]"
,"[(55.926993, 54.5614218), (55.925653, 54.561035)]"
,"[(55.9250863, 54.559529), (55.9248288, 54.559463)]"
,"[(55.9250863, 54.559529), (55.9245365, 54.5601084)]"
,"[(55.9250863, 54.559529), (55.9257793, 54.5597413)]"
Сиреневый бульвар,"[(55.9248288, 54.559463), (55.9262305, 54.5578854)]"
,"[(55.9248288, 54.559463), (55.9250863, 54.559529)]"
Сиреневый бульвар,"[(55.9248288, 54.559463), (55.9247692, 54.5595301), (55.9246628, 54.5596313), (55.9245691, 54.5596906), (55.9242394, 54.5598665)]"
,"[(55.9245365, 54.5601084), (55.9250863, 54.559529)]"
,"[(55.9245365, 54.5601084), (55.9241183, 54.560549)]"
,"[(55.9245365, 54.5601084), (55.926267, 54.560671), (55.9286056, 54.561382)]"
,"[(55.9286056, 54.561382), (55.926267, 54.560671), (55.9245365, 54.5601084)]"
,"[(55.9257793, 54.5597413), (55.9250863, 54.559529)]"
,"[(55.9257793, 54.5597413), (55.9263252, 54.5599085), (55.9278407, 54.5603562)]"
,"[(55.9257793, 54.5597413), (55.9261195, 54.5592651), (55.9282505, 54.5598846)]"
,"[(55.9282505, 54.5598846), (55.9278407, 54.5603562)]"
,"[(55.9282505, 54.5598846), (55.9287141, 54.5593744)]"
,"[(55.9282505, 54.5598846), (55.9300924, 54.5604875)]"
,"[(55.9282505, 54.5598846), (55.9261195, 54.5592651), (55.9257793, 54.5597413)]"
,"[(55.9278407, 54.5603562), (55.9282505, 54.5598846)]"
,"[(55.9278407, 54.5603562), (55.9293301, 54.5607962), (55.9300924, 54.5604875)]"
,"[(55.9278407, 54.5603562), (55.9263252, 54.5599085), (55.9257793, 54.5597413)]"
,"[(55.9269483, 54.558845), (55.9287141, 54.5593744)]"
,"[(55.9287141, 54.5593744), (55.9282505, 54.5598846)]"
,"[(55.9287141, 54.5593744), (55.9292375, 54.5587984)]"
,"[(55.9287141, 54.5593744), (55.9269483, 54.558845)]"
,"[(55.9287141, 54.5593744), (55.9311167, 54.5600727), (55.9300924, 54.5604875)]"
,"[(55.9300924, 54.5604875), (55.9282505, 54.5598846)]"
,"[(55.9300924, 54.5604875), (55.9293301, 54.5607962), (55.9278407, 54.5603562)]"
,"[(55.9300924, 54.5604875), (55.9311167, 54.5600727), (55.9287141, 54.5593744)]"
,"[(55.9404366, 54.5952975), (55.9416975, 54.5954527)]"
,"[(55.9529971, 54.5985433), (55.9530259, 54.5986956), (55.952999, 54.5989527), (55.9529561, 54.599032), (55.9528654, 54.5991138)]"
,"[(55.9529971, 54.5985433), (55.9527678, 54.5983099), (55.9525161, 54.598132), (55.9524817, 54.5981077), (55.952147, 54.597965), (55.9514914, 54.5978267), (55.9507541, 54.5976912)]"
,"[(55.8151493, 54.7123961), (55.8150361, 54.713046)]"
,"[(55.8151493, 54.7123961), (55.8166925, 54.7123121), (55.8172577, 54.7122439)]"
,"[(55.8151493, 54.7123961), (55.8150465, 54.7124004), (55.8128149, 54.7125293), (55.8120596, 54.7127128), (55.8116304, 54.7129954), (55.8111154, 54.7135209), (55.8102571, 54.7145324), (55.810071, 54.7148797)]"
,"[(55.8147329, 54.714786), (55.8150198, 54.7150438)]"
,"[(55.8147329, 54.714786), (55.8148918, 54.713874)]"
,"[(55.8147329, 54.714786), (55.8142489, 54.7147919), (55.8138667, 54.7146918), (55.8136068, 54.7145122)]"
,"[(55.8150198, 54.7150438), (55.8154554, 54.7149947)]"
,"[(55.8150198, 54.7150438), (55.8147329, 54.714786)]"
,"[(55.8150198, 54.7150438), (55.8145547, 54.7151186), (55.8138871, 54.7150686), (55.8134896, 54.7149773), (55.8129239, 54.7148036), (55.8124397, 54.7146093), (55.8118588, 54.7145416), (55.8113216, 54.7144716)]"
